country,iso3c,targeted_pop_group,comments,date_implemented,source,source_type,link,category_final,code,measure_final
Switzerland,CHE,Yes,people above 65 years of ages and people with underlaying health issues are recommended to remain at home,2020-03-19,Government of Switzerland,Government,https://www.bag.admin.ch/bag/de/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/massnahmen-des-bundes.html,PH - Public health measures,PH3,PH3 - General recommendations
Switzerland,CHE,No,private health institutions may be requested by cantonal authorities to accept patients; all health institutions are required to postpone non-urgent procedures; hospitals are required to communicate their capacities,2020-03-19,Government of Switzerland,Government,https://www.bag.admin.ch/bag/de/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/massnahmen-des-bundes.html,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Switzerland,CHE,No,"launch of awarengess campain ""So schützen wir uns"" on 1 March",2020-03-01,Government of Switzerland,Government,https://www.bag.admin.ch/bag/de/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/so-schuetzen-wir-uns.html,PH - Public health measures,PH2,PH2 - Awareness campaigns
Switzerland,CHE,Yes,Only those who are at high risk are being testing,2020-03-07,Swiss Info,Media,https://www.swissinfo.ch/eng/covid-19_rapid-spread-of-coronavirus-complicates-systematic-testing/45625060,PH - Public health measures,PH13,PH13 - Testing policy
Switzerland,CHE,No,Limit of public gatherings to 1000 people from 28 Feb until 15 March,2020-02-28,Government of Switzerland,Government,https://www.admin.ch/opc/de/classified-compilation/20200619/index.html,SD - Social distancing,SD3,SD3 - Limit public gatherings
Switzerland,CHE,No,Closure of several border crossings between Switzerland and Italy,2020-03-11,Government of Switzerland,Government,https://www.admin.ch/gov/de/start/dokumentation/medienmitteilungen.msg-id-78412.html,MR - Movement restrictions,MR3,MR3 - Border closure 
Switzerland,CHE,No,public establishment such as restaurants and baths have to close from 16 March to 19 April,2020-03-16,Government of Switzerland,Government,https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/massnahmen-des-bundes.html,SD - Social distancing,SD4,SD4 - Public services closure 
Switzerland,CHE,No,Federal Council decides to provide ten billion Swiss Francs as immediate financial aid for the economic sector,2020-03-13,Government of Switzerland,Government,https://www.admin.ch/gov/de/start/dokumentation/medienmitteilungen.msg-id-78437.html,NA,NA,NA
Switzerland,CHE,No,Maximum 5 person gatherings are allowed,2020-03-20,Government,Government,https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/massnahmen-des-bundes.html#-1287646412,SD - Social distancing,SD3,SD3 - Limit public gatherings
Switzerland,CHE,No,"The closure of all non-essential work, including private companies irrespective of health measures implemented as done for the rest of CH",2020-03-23,SwissInfo,Media,https://www.swissinfo.ch/eng/coronavirus-fallout_swiss-canton-orders-non-essential-industry-to-cease-production/45634594,LD - Lockdown,LD1,LD1 - Full lockdown
Switzerland,CHE,No,"The government also announced an additional CHF32 billion for the labour market, including tourism, culture and sports; mostly (20 billion) used for bank loans; this is additional to the first package of CHF 10 billion",2020-03-20,SwissInfo,Media,https://www.swissinfo.ch/eng/coronavirus-crisis_switzerland-tightens-restrictions--announces-more-economic-aid/45631672,NA,NA,NA
Switzerland,CHE,No,Covid-19 refinancing facility” (CRF): interest free loans up to 500.000CHF and 0.5% for up to 20 million CHF,2020-03-25,SwissInfo,Media,https://www.swissinfo.ch/eng/latest-news/economic-measures_swiss-companies-to-receive-interest-free-emergency-loans/45643112,NA,NA,NA
Switzerland,CHE,Yes,"The export of medical goods is banned, as long as EU ban upholds",2020-03-26,Federal Council,Government,https://www.admin.ch/opc/de/official-compilation/2020/1071.pdf,NA,NA,NA
Switzerland,CHE,No,Up to 8000 service man may be deployed to support measures,2020-03-16,Swiss Armed Forces,Government,https://www.vtg.admin.ch/de/aktuell/coronavirus.detail.news.html/vtg-internet/verwaltung/2020/20-03/20-03-13-mm-coronavirus.html,NA,NA,NA
Switzerland,CHE,No,Ban of gatherings of 5< people,2020-03-16,SwissInfo,Media,https://www.swissinfo.ch/eng/covid-19-_-geneva-bans-gatherings-of-more-than-five-people-/45619940,SD - Social distancing,SD3,SD3 - Limit public gatherings
Switzerland,CHE,Yes,"Ban of all international passenger flights, except for Zürich-Kloten, Genf-Cointrin und Basel-Mulhouse; the intention is to channel the incoming passenger flights",2020-03-25,Federal Council,Government,https://www.admin.ch/opc/de/official-compilation/2020/1059.pdf,MR - Movement restrictions,MR8,MR8 - International flights suspension
Switzerland,CHE,Yes,Companies are obliged to enable work from home or to implement sanitary measures where this is not possible; elevated care is required for finding solutions for persons at-risk,2020-03-20,Federal Council,Government,https://www.admin.ch/opc/de/official-compilation/2020/863.pdf,SD - Social distancing,SD3,SD3 - Limit public gatherings
Switzerland,CHE,No,"Health facilities with extraordinary burden due to COVID are exempted from following employee protection guidelines (e.g. rest periods), but are required to ensure the health and safety of their employees",2020-03-20,Federal Council,Government,https://www.admin.ch/opc/de/official-compilation/2020/867.pdf,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Switzerland,CHE,Yes,Risk country definition extended to Spain (19/03/2020) and non-Schengen area (21/03/2020); leading to them being blocked from entering the country,2020-03-19,Federal Council,Government,https://www.admin.ch/opc/de/official-compilation/2020/869.pdf,MR - Movement restrictions,MR10,MR10 - Visa restrictions
Switzerland,CHE,No,Transports of essential goods is exempted from night and Sunday travel bans,2020-03-20,Federal Roads Office,Government,https://www.astra.admin.ch/astra/de/home/themen/fuehrerausweis-ausbildung/covid-massnahmen-strassenverkehr.html#1326380104,NA,NA,NA
Switzerland,CHE,No,Switzerland has cancelled all visa application processes,2020-03-19,Government of Liechtenstein,Government,https://www.llv.li/medienmitteilungen/detail/3629/schweiz-stellt-die-erteilung-von-visa-ein,MR - Movement restrictions,MR10,MR10 - Visa restrictions
Switzerland,CHE,No,Federal Council increases volume of liquidity assistance guarantees to CHF 40 billion,2020-04-03,Government,Government,https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-78684.html,NA,NA,NA
Switzerland,CHE,No,Confederation appoints scientific advisory board to work with scientists to find the best approach to overcoming the pandemic.,2020-03-31,Government,Government,https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-78626.html,NA,NA,NA
Switzerland,CHE,No,"Federal Finance Administration (FFA) will increase the outstanding volume of short-term money market instruments from around CHF 6 billion to CHF 12 billion. In addition, it will once again step up sales of its own Confederation bond holdings.",2020-03-31,Government,Government,https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-78622.html,NA,NA,NA
Switzerland,CHE,No,"Federal Council approved the proposal of the Swiss National Bank (SNB) to deactivate the countercyclical capital buffer with immediate effect, expanding flexibility to grant credits",2020-03-27,Government,Government,https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-78604.html,NA,NA,NA
Switzerland,CHE,No,"Federal government implement regulations that the states can close down whole sectors, if public health requires (prior only individual companies could be closed down as measure)",2020-03-27,"Federal Department of Economic Affairs, Education and Research",Government,https://www.uvek.admin.ch/uvek/de/home/uvek/medien/medienmitteilungen.msg-id-78606.html,NA,NA,NA
Switzerland,CHE,No,Federal government assumes central procurement role for medicines and expands option of treatment use not licensed by Swissmedic,2020-04-03,Government,Government,https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/massnahmen-des-bundes.html,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Switzerland,CHE,No,Campsites are being added to facilities that need to be closed,2020-04-03,Government,Government,https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/massnahmen-des-bundes.html,SD - Social distancing,SD4,SD4 - Public services closure 
Switzerland,CHE,No,The federal government is using data from Swisscom to assess whether bans on gatherings are being followed,2020-03-27,Government,Government,https://www.bag.admin.ch/bag/en/home/das-bag/aktuell/news/news-26-03-2020.html,MR - Movement restrictions,MR9,MR9 - Surveillance and monitoring
Syria,SYR,No,Syria implements extra checks at airports,2020-03-14,Ministry of Health,Government,http://www.moh.gov.sy/Default.aspx?tabid=242&smid=1050&ArticleID=647&reftab=56&t=%D9%84%D8%A7-%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D9%85%D8%AB%D8%A8%D8%AA%D8%A9-%D8%A8%D9%81%D9%8A%D8%B1%D9%88%D8%B3-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%AD%D8%AA%D9%89-%D8%A7%D9%84%D9%8A%D9%88%D9%85&language=ar-YE,PH - Public health measures,PH4,PH4 - Health screenings in airports and border crossings
Syria,SYR,No,Suspension of all public and private schools and universities until April 2nd,2020-03-14,Ministry of Health,Government,http://www.moh.gov.sy/Default.aspx?tabid=242&smid=1050&ArticleID=647&reftab=56&t=%D9%84%D8%A7-%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D9%85%D8%AB%D8%A8%D8%AA%D8%A9-%D8%A8%D9%81%D9%8A%D8%B1%D9%88%D8%B3-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%AD%D8%AA%D9%89-%D8%A7%D9%84%D9%8A%D9%88%D9%85&language=ar-YE,SD - Social distancing,SD5,SD5 - Schools closure 
Syria,SYR,No,Public sector employees to be reduced to 40%,2020-03-14,Ministry of Health,Government,http://www.moh.gov.sy/Default.aspx?tabid=242&smid=1050&ArticleID=647&reftab=56&t=%D9%84%D8%A7-%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D9%85%D8%AB%D8%A8%D8%AA%D8%A9-%D8%A8%D9%81%D9%8A%D8%B1%D9%88%D8%B3-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%AD%D8%AA%D9%89-%D8%A7%D9%84%D9%8A%D9%88%D9%85&language=ar-YE,SD - Social distancing,SD4,SD4 - Public services closure 
Syria,SYR,Yes,plane passengers arriving from Iraq have to quarantine,2020-03-14,Ministry of Health,Government,http://www.moh.gov.sy/Default.aspx?tabid=242&smid=1050&ArticleID=647&reftab=56&t=%D9%84%D8%A7-%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D9%85%D8%AB%D8%A8%D8%AA%D8%A9-%D8%A8%D9%81%D9%8A%D8%B1%D9%88%D8%B3-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%AD%D8%AA%D9%89-%D8%A7%D9%84%D9%8A%D9%88%D9%85&language=ar-YE,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Syria,SYR,Yes,Entry ban from Iraq and Jordan,2020-03-19,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,MR - Movement restrictions,MR10,MR10 - Visa restrictions
Syria,SYR,No,NA,2020-03-19,Middle East Eye,Media,https://www.middleeasteye.net/news/coronavirus-syria-government-address-covid-19-no-cases,SD - Social distancing,SD5,SD5 - Schools closure 
Syria,SYR,No,"parks, restaurants, and various public buildings",2020-03-19,Middle East Eye,Media,https://www.middleeasteye.net/news/coronavirus-syria-government-address-covid-19-no-cases,SD - Social distancing,SD4,SD4 - Public services closure 
Syria,SYR,No,creating quarantine centers,2020-03-20,Syrian Arab News Agency,Media,https://sana.sy/en/?p=188590,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Syria,SYR,No,Voluntary isolation,2020-03-20,Syrian Arab News Agency,Media,https://sana.sy/en/?p=188591,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Syria,SYR,Yes,Requesting U.S and other Western countries to lift sanctions to increase capacity of health system to respond to potential outbreak,2020-03-13,Syria Ministry of Health,Government,http://www.moh.gov.sy/Default.aspx?tabid=242&smid=1050&ArticleID=647&reftab=56&t=%D9%84%D8%A7-%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D9%85%D8%AB%D8%A8%D8%AA%D8%A9-%D8%A8%D9%81%D9%8A%D8%B1%D9%88%D8%B3-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%AD%D8%AA%D9%89-%D8%A7%D9%84%D9%8A%D9%88%D9%85&language=ar-YE,NA,NA,NA
Syria,SYR,Yes,WHO begins testing for the coronavirus in northwest Syria amid fears of a disaster if the pandemic reached overcrowded displacement camps.,2020-03-26,MiddleEastEye,Media,https://www.middleeasteye.net/news/coronavirus-who-syria-testing-start-days-idlib,PH - Public health measures,PH13,PH13 - Testing policy
Syria,SYR,Yes,"two-month ban on the entry of all travellers from Australia, Belgium, China, Denmark, Finland, France, Germany, Iran, Italy, Japan, South Korea, Spain, Sweden and the US regardless of whether they have residence permits in Syria or visas given by Syrian missions abroad. ++ There is also a one-month ban on the entry of travellers from Algeria, Bahrain, Egypt, Iraq, Kuwait, Lebanon, Morocco, Qatar, Saudi Arabia, Tunisia and the United Arab Emirates even if they carry residence permits or visas given by the Syrian diplomatic missions. *except: Trucks are allowed to enter and exit the territories of the Syrian Arab Republic after all preventive health measures have been taken at border crossings. and Authorisation for diplomats, consular officials, and members of international organizations, missions and commissions to enter Syria after undergoing medical examinations.",2020-03-20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,MR - Movement restrictions,MR10,MR10 - Visa restrictions
Syria,SYR,Yes,returning syrians from high risk areas should go under 14-day self quarantine and are subject to medical examinations.,2020-03-20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Tajikistan,TJK,No,ll visits to inmates held in prisons and detention centers had been suspended as of March 31.,2020-03-31,rferl.org,Media,https://www.rferl.org/a/bulgaria-cancels-order-coronavirus-mask-shortage/30521286.html,SD - Social distancing,SD1,SD1 - Changes in prison-related policies
Tajikistan,TJK,Yes,The State Anti-Monopoly Committee and Prosecutor-General's Office set up a task force last month to assess the situation in bazaars and stop private traders from artificially raising prices amid the coronavirus crisi,2020-04-03,rferl.org,Media,https://www.rferl.org/a/despite-zero-reported-cases-coronavirus-on-everyone-s-mind-in-tajikistan/30527299.html,NA,NA,NA
Tajikistan,TJK,Yes,"Tajikistan asked its citizens on March 4 to avoid attending mosques for Friday Prayers as a precaution, although there was no blanket ban on mosque attendance, according to the State Committee on Religious Affairs.",2020-03-04,rferl.org,Media,https://www.rferl.org/a/secretive-turkmenistan-beefs-up-coronavirus-measures-amid-reports-of-first-infections/30470538.html,PH - Public health measures,PH3,PH3 - General recommendations
Tajikistan,TJK,Yes,"The government also canceled traditional public festivities related to the upcoming Norouz celebrations in the capital, Dushanbe.",2020-04-05,rferl.org,Media,https://www.rferl.org/a/coronavirus-fears-trigger-panic-buying-in-tajikistan/30470584.html,SD - Social distancing,SD3,SD3 - Limit public gatherings
Tajikistan,TJK,Yes,suspends flights to iran,2020-02-24,rferl.org,Media,https://www.rferl.org/a/tajikistan-suspends-flights-to-iran-over-coronavirus/30451515.html,MR - Movement restrictions,MR8,MR8 - International flights suspension
Tanzania,TZA,No,Ports of entry are conducting screening and travelers with a fever are diverted to secondary for further examination,2020-02-25,US Embassy,Government,https://tz.usembassy.gov/covid-19-information/?_ga=2.22071867.1601748976.1584185584-1155192847.1584185584,PH - Public health measures,PH4,PH4 - Health screenings in airports and border crossings
Tanzania,TZA,No,All universities and colleges across Tanzania to be closed,2020-03-18,SABC Digital News,Media,https://www.youtube.com/watch?v=0YVAnn0lTaI,SD - Social distancing,SD5,SD5 - Schools closure 
Tanzania,TZA,No,All primary and secondary schools in Tanzania closed,2020-03-17,The Citizen,Media,https://www.thecitizen.co.tz/news/-Tanzania-extends-school-closure-to-universities-due-to-virus-/1840340-5495352-qgiccoz/index.html,SD - Social distancing,SD5,SD5 - Schools closure 
Tanzania,TZA,No,All BRT buses will be required to carry passengers according to their operating license (nobody is allowed to be standing in DalaDalas etc.),2020-03-20,The Citizen,Media,https://www.thecitizen.co.tz/news/-New-guidelines-on-public-transport-to-curb-Covid-19/1840340-5498184-15s9glez/index.html,SD - Social distancing,SD3,SD3 - Limit public gatherings
Tanzania,TZA,No,Buses and trains should be sprayed at the end of every journey and hand washing equipment should be installed at all bus and train station.,2020-03-20,The Citizen,Media,https://www.thecitizen.co.tz/news/-New-guidelines-on-public-transport-to-curb-Covid-19/1840340-5498184-15s9glez/index.html,PH - Public health measures,PH3,PH3 - General recommendations
Tanzania,TZA,No,"All travellers whether foreigners or returning residents arriving from COVID-19 most affected countries, will be subjected to mandatory isolation for 14 days at their own cost at designated facilities identified by the Government. After 14 days quarantine, passengers who have not developed symptoms of COVID-19 may leave the facilities and will be required to register personal information for future possible tracking purpose.",2020-03-23,Africa News,Media,https://www.africanews.com/2020/03/24/coronavirus-tanzania-travel-advisory-no1-of-23032020-update-on-covid-19-in-tanzania//,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Tanzania,TZA,No,"Passengers should fill in Health Surveillance Form in the plane, or any other transport means and submit them to Port Health Authorities upon arrival.",2020-03-23,Africa News,Media,https://www.africanews.com/2020/03/24/coronavirus-tanzania-travel-advisory-no1-of-23032020-update-on-covid-19-in-tanzania//,MR - Movement restrictions,MR1,MR1 - Additional health/documents requirements upon arrival
Tanzania,TZA,No,All travellers will be subjected to an intensive screening and where necessary COVID-19 rapid testing.,2020-03-23,Africa News,Media,https://www.africanews.com/2020/03/24/coronavirus-tanzania-travel-advisory-no1-of-23032020-update-on-covid-19-in-tanzania//,PH - Public health measures,PH4,PH4 - Health screenings in airports and border crossings
Tanzania,TZA,No,All people residing in Tanzania are advised to avoid non-essential travels to COVID-19 affected countries.,2020-03-23,Africa News,Media,https://www.africanews.com/2020/03/24/coronavirus-tanzania-travel-advisory-no1-of-23032020-update-on-covid-19-in-tanzania//,PH - Public health measures,PH3,PH3 - General recommendations
Thailand,THA,Yes,"Anyone who has been in Italy, South Korea, China, or Iran in the last 14 days will be made to quarantine",2020-03-14,NA,Government,https://www.gov.uk/foreign-travel-advice/thailand/health,PH - Public health measures,PH4,PH4 - Health screenings in airports and border crossings
Thailand,THA,Yes,"travellers from so-called infected zones (China incl. Hong Kong and Macau, Italy, Iran, South Korea) and passengers who have been to these countries in the past 14 days have to self-quarantine for 14 days",2020-03-14,ChannelNewsAsia,Media,https://www.channelnewsasia.com/news/asia/covid19-thailand-coronavirus-releases-detailed-measures-12538698,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Thailand,THA,Yes,"passengers from China, Italy, Iran, South Korea are no required to apply for a visa",2020-03-14,ChannelNewsAsia,Media,https://www.channelnewsasia.com/news/asia/covid19-thailand-coronavirus-releases-detailed-measures-12538698,MR - Movement restrictions,MR10,MR10 - Visa restrictions
Thailand,THA,Yes,"passengers from China, Italy, Iran, South Korea have to proivide health certificate",2020-03-14,ChannelNewsAsia,Media,NA,MR - Movement restrictions,MR1,MR1 - Additional health/documents requirements upon arrival
Thailand,THA,No,"“Thailand has been implementing surveillance protocol by fever screening of travelers arriving from Wuhan since January 3, 2020, at the Suvarnabhumi, Don Mueang, Phuket, and Chiang Mai international airports."" Laboratory tests identified confirmed case in Thailand on 12 January 2020, making it the first case in Thailand and also the first case outside China.",2020-01-03,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no1_130163.pdf,MR - Movement restrictions,MR9,MR9 - Surveillance and monitoring
Thailand,THA,Yes,In areas of tourist attractions countrywide,2020-01-18,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no2_180163.pdf,MR - Movement restrictions,MR9,MR9 - Surveillance and monitoring
Thailand,THA,No,NA,2020-01-18,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no2_180163.pdf,MR - Movement restrictions,MR4,MR4 - Checkpoints within the country
Thailand,THA,Yes,Introduction of isolation/quarentine procedures AMONG EXISTING PATIENTS.,2020-01-18,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no2_180163.pdf,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Thailand,THA,No,“Please refer suspected patients to the hospital or call the DDC Hotline 1422.”,2020-01-18,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no2_180163.pdf,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Thailand,THA,No,NA,2020-01-21,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no3_190163.pdf,PH - Public health measures,PH3,PH3 - General recommendations
Thailand,THA,No,NA,2020-01-21,THailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no3_190163.pdf,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Thailand,THA,No,Emergency administrative operations increased to Level 3,2020-01-22,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no4_220163.pdf,NA,NA,NA
Thailand,THA,Yes,Extended health screenings to passengers who departed from affected areas such as Guangzhou or Guangdong.,2020-01-25,THailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no6_250163.pdf,PH - Public health measures,PH4,PH4 - Health screenings in airports and border crossings
Thailand,THA,No,NA,2020-01-25,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no6_250163.pdf,PH - Public health measures,PH3,PH3 - General recommendations
Thailand,THA,No,"“Please follow the news from the Ministry of Public Health. If you have any questions, you can ask the Department of Disease Control hotline: 1422, 24 hours per day or the website https://ddc.moph.go.th/viralpneumonia/intro.php , Line @ รู้ทันโรค, and Facebook: กรมควบคุมโรค กระทรวงสาธารณสุข”",2020-01-26,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no7_260163.pdf,PH - Public health measures,PH2,PH2 - Awareness campaigns
Thailand,THA,Yes,"General advisory against travelling to Wuhan and cities announced as outbreak areas by China, and health and safety measures.",2020-01-26,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no7_260163.pdf,PH - Public health measures,PH3,PH3 - General recommendations
Thailand,THA,No,Invites people to Carry Surgical Masks to Protect Themselves,2020-01-31,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no8_310163_1.pdf,PH - Public health measures,PH3,PH3 - General recommendations
Thailand,THA,No,"“Big Cleaning Week” to build health literacy among the general public by adjusting personal hygiene behavior for clean houses, workplaces, and public places.",2020-02-04,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no11_030263.pdf,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Thailand,THA,No,New awareness campaign against Fake News: “You can avoid fake news by checking the website from the Ministry of Digital Economy and Society www.antifakenewscenter.com as well.”,2020-02-05,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no14_050263.pdf,PH - Public health measures,PH2,PH2 - Awareness campaigns
Thailand,THA,No,"“If anyone is at risk of a mental health problem, the medical team will keep following up the symptoms for 6 months. For the general population, the Department of Mental Health (DMH) will conduct mental health surveys and will respond as well as help solving their problems.”",2020-02-07,Thailand MoPH + Dept of Mental Health,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no15_070263.pdf,PH - Public health measures,PH8,PH8 - Psychological assistance and medical social work
Thailand,THA,No,"The Ministry of Public Health (MoPH) has still intensively implemented disease surveillance and screening at all points of entry both at airports, border areas and sea ports.",2020-02-09,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no16_090263.pdf,PH - Public health measures,PH4,PH4 - Health screenings in airports and border crossings
Thailand,THA,No,"MoPH cooperated with Chiang Mai University and the National Research Council of Thailand to develop the online disease screening form in three languages: Thai, Chinese, and English. People will be asked to answer only four questions to assess the risk of contracting the virus; the idea is to reduce anxiety, fear of the public. People can find more information about health advisories through http://sescimande.net/Self-Screening/",2020-02-13,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no20_130263.pdf,MR - Movement restrictions,MR9,MR9 - Surveillance and monitoring
Thailand,THA,No,People should wear clean cloth hygienic masks when in crowded areas. The patients or people who have symptoms of coughing or sneezing should wear surgical masks to prevent the spread of infection. The staff who have close contact with the patients should wear an N95 mask.,2020-02-14,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no21_140263.pdf,PH - Public health measures,PH3,PH3 - General recommendations
Thailand,THA,No,"MoPH in collaboration with relevant partners has still strictly implemented the disease screening at all points of entries including groundportd, airports and seaports.",2020-02-16,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no23_160263.pdf,PH - Public health measures,PH4,PH4 - Health screenings in airports and border crossings
Thailand,THA,No,Thailand also strengthened the COVID-19 prevention and control measures by organizing training to provide knowledge on disease prevention and control to village health volunteers.,2020-02-16,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no23_160263.pdf,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Thailand,THA,No,"The MOPH has expanded surveillance for active case finding in three groups by 1) enhancing screening of patients with pneumonia symptoms of unknown cause and people who have been in close contact with travelers who journeyed from outbreak areas of COVID-19,",2020-02-17,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no24_170263.pdf,PH - Public health measures,PH13,PH13 - Testing policy
Thailand,THA,Yes,"The MOPH has expanded surveillance for active case finding by 2) elevating levels of guest screening at International Communicable Disease Control Office and hospitals for people travelling from China, the Hong Kong Special Administrative Region, Macao Special Administrative Region of the People’s Republic of China, Taipei, Japan, Singapore and reported outbreak countries, community outbreak areas are also included,",2020-02-17,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no24_170263.pdf,PH - Public health measures,PH4,PH4 - Health screenings in airports and border crossings
Thailand,THA,No,The MOPH has expanded surveillance for active case finding by 3) a special stepping up of surveillance in hospitals for people who have travel history from countries with reported cases of local transmission.,2020-02-17,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no24_170263.pdf,MR - Movement restrictions,MR9,MR9 - Surveillance and monitoring
Thailand,THA,Yes,"For Thai-passengers of the Westerdam Cruise (high-risk group): For Thai passengers returning home, they will be followed up for 14 days in accordance with the disease prevention and control standards. If anyone would like to continue to travel, they will be screened. If the results identify a fever, they will not be allowed to get on a plane and will be brought to the tracking system for disease surveillance.",2020-02-17,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no24_170263.pdf,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Thailand,THA,Yes,"For foreign-passengers of the Westerdam Cruise (high-risk group): For foreigners, they will not be allowed to make a transit or change flights in Thailand. The MOPH has coordinated with airlines, immigration offices, the Ministry of Foreign Affairs and the airports of Thailand and emphasized that if foreigners have necessary to enter Thailand, they need to strictly comply with the disease prevention and control measures, i.e. wearing a mask, washing hands, informing information to the staff and being screened before getting on the plane. If anyone shows symptoms including fever and cough, they will be brought to the tracking system for Thailand’s disease surveillance immediately. The disease surveillance in passengers from the Westerdam Cruise has been implemented by Thailand after the first COVID-19 confirmed case was reported.",2020-02-17,Thailand MoPH,Government,https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no24_170263.pdf,MR - Movement restrictions,MR10,MR10 - Visa restrictions
